ORDERID	ORDERCREATEDBY	ORDERCREATEDON	CUSTOMERID	RESTAURANTID	ADDRESSID	TotalQuantity	TotalGrossAmount	TotalNetAmount	TaxAmount	PAYMENTMETHOD	DeliveryType	DeliveryRate	BillAmount	PAYMENTMETHOD	FOODRATING	SERVICERATING	OVERALLRATING
5000006584	EMP11440	01.06.19	C171785	RE10539	CA107864	1	29	25.375	3.625	Card	Free	0	29	Card	4	1	2,5
5000006585	EMP12089	01.06.19	C128496	RE10188	CA103345	8	192	168.000	24.000	Cash	Free	0	192	Cash	5	5	5
5000006586	EMP14242	01.06.19	C160432	RE10341	CA102655	5	114	99.750	14.250	Card	FlatRate	07. May	121.5	Card	5	5	5
5000006587	EMP11449	01.06.19	C145467	RE10548	CA106663	2	34	29.750	4.250	Cash	Free	0	34	Cash	5	3	4
5000006588	EMP12413	01.06.19	C140471	RE10512	CA101556	4	62	54.250	7.750	Card	Free	0	62	Card	1	3	2
5000006589	EMP14014	01.06.19	C184058	RE10113	CA103271	5	57	49.875	7.125	Card	Free	0	57	Card	2	4	3
5000006590	EMP13074	01.06.19	C165772	RE10173	CA101567	1	17	14.875	2.125	Card	Free	0	17	Card	4	4	4
5000006591	EMP11101	01.06.19	C145520	RE10200	CA104152	6	38	33.250	4.750	Card	FlatRate	10	48	Card	3	4	3,5
5000006592	EMP11143	01.06.19	C153089	RE10242	CA105385	7	117	102.375	14.625	Card	FlatRate	5	122	Card	5	4	4,5
5000006593	EMP13332	01.06.19	C102141	RE10431	CA103187	2	31	27.125	3.875	Cash	Free	0	31	Cash	2	3	2,5
5000006594	EMP11284	01.06.19	C153663	RE10383	CA107914	8	169	147.875	21.125	Card	FlatRate	07. May	176.5	Card	4	1	2,5
5000006595	EMP13434	01.06.19	C143936	RE10533	CA106847	7	177	154.875	22.125	Cash	Free	0	177	Cash	4	2	3
5000006596	EMP11299	01.06.19	C128124	RE10398	CA108870	5	71	62.125	8.875	Card	Free	0	71	Card	3	2	2,5
5000006597	EMP14249	02.06.19	C178026	RE10348	CA105748	6	111	97.125	13.875	Cash	FlatRate	07. May	118.5	Cash	2	2	2
5000006598	EMP14372	02.06.19	C130980	RE10471	CA100357	2	42	36.750	5.250	Card	Free	0	42	Card	5	1	3
5000006599	EMP11492	02.06.19	C132871	RE10591	CA102319	1	20	17.500	2.500	Card	Free	0	20	Card	4	2	3
5000006600	EMP12312	02.06.19	C101972	RE10411	CA103378	2	20	17.500	2.500	Card	Free	0	20	Card	4	3	3,5
5000006601	EMP11018	02.06.19	C186233	RE10117	CA107959	7	162	141.750	20.250	Cash	Free	0	162	Cash	2	4	3
5000006602	EMP12438	02.06.19	C183823	RE10537	CA103726	3	54	47.250	6.750	Card	FlatRate	07. May	61.5	Card	1	5	3
5000006603	EMP11411	02.06.19	C118544	RE10510	CA100926	5	68	59.500	8.500	Cash	Free	0	68	Cash	3	3	3
5000006604	EMP12414	02.06.19	C163924	RE10513	CA108839	1	25	21.875	3.125	Card	Free	0	25	Card	2	2	2
5000006605	EMP13345	02.06.19	C163864	RE10444	CA104764	4	67	58.625	8.375	Cash	FlatRate	5	72	Cash	2	3	2,5
5000006606	EMP11039	02.06.19	C132757	RE10138	CA104512	1	17	14.875	2.125	Cash	Free	0	17	Cash	2	2	2
5000006607	EMP14102	02.06.19	C162027	RE10201	CA104681	4	36	31.500	4.500	Card	Free	0	36	Card	1	2	1,5
5000006608	EMP14441	02.06.19	C192759	RE10540	CA104035	6	115	100.625	14.375	Card	Free	0	115	Card	5	1	3
5000006609	EMP11372	02.06.19	C180928	RE10471	CA108333	2	51	44.625	6.375	Card	Free	0	51	Card	3	3	3
5000006610	EMP12156	02.06.19	C145893	RE10255	CA108500	7	131	114.625	16.375	Card	FlatRate	07. May	138.5	Card	2	4	3
5000006611	EMP11411	02.06.19	C192759	RE10510	CA104035	2	44	38.500	5.500	Cash	Free	0	44	Cash	3	2	2,5
5000006612	EMP14249	02.06.19	C162299	RE10348	CA105396	5	91	79.625	11.375	Card	FlatRate	07. May	98.5	Card	3	5	4
5000006613	EMP12165	02.06.19	C114916	RE10264	CA106255	2	23	20.125	2.875	Card	FlatRate	10	33	Card	2	3	2,5
5000006614	EMP14243	02.06.19	C199519	RE10342	CA105017	7	120	105.000	15.000	Cash	Free	0	120	Cash	2	1	1,5
5000006615	EMP12378	02.06.19	C153663	RE10477	CA107914	3	57	49.875	7.125	Card	FlatRate	07. May	64.5	Card	3	3	3
5000006616	EMP12039	02.06.19	C184696	RE10138	CA109180	1	12	10.500	1.500	Card	Free	0	12	Card	1	3	2
5000006617	EMP13063	02.06.19	C179617	RE10162	CA106594	3	34	29.750	4.250	Card	FlatRate	5	39	Card	1	2	1,5
5000006618	EMP11393	02.06.19	C113612	RE10492	CA106258	2	22	19.250	2.750	Card	Free	0	22	Card	2	4	3
5000006619	EMP11411	02.06.19	C180140	RE10510	CA105656	3	66	57.750	8.250	Card	Free	0	66	Card	5	4	4,5
5000006620	EMP12267	02.06.19	C131057	RE10366	CA106961	4	69	60.375	8.625	Card	Free	0	69	Card	3	4	3,5
5000006621	EMP11042	02.06.19	C157527	RE10141	CA102627	2	19	16.625	2.375	Card	Free	0	19	Card	2	4	3
5000006622	EMP14333	02.06.19	C135929	RE10432	CA106885	4	26	22.750	3.250	Cash	Free	0	26	Cash	2	4	3
5000006623	EMP14414	02.06.19	C145520	RE10513	CA104152	6	32	28.000	4.000	Cash	Free	0	32	Cash	2	3	2,5
5000006624	EMP12099	02.06.19	C150952	RE10198	CA100088	9	156	136.500	19.500	Card	Free	0	156	Card	3	3	3
5000006625	EMP14141	02.06.19	C126220	RE10240	CA107023	2	24	21.000	3.000	Card	FlatRate	07. May	31. May	Card	2	2	2
5000006626	EMP14078	02.06.19	C154352	RE10177	CA104120	4	84	73.500	10.500	Card	Free	0	84	Card	5	5	5
5000006627	EMP12018	02.06.19	C115013	RE10117	CA106921	4	68	59.500	8.500	Card	Free	0	68	Card	1	3	2
5000006628	EMP11396	02.06.19	C170410	RE10495	CA102415	3	33	28.875	4.125	Card	Free	0	33	Card	4	1	2,5
5000006629	EMP12369	02.06.19	C172608	RE10468	CA104451	3	72	63.000	9.000	Card	Free	0	72	Card	5	5	5
5000006630	EMP14018	02.06.19	C115879	RE10117	CA101660	3	78	68.250	9.750	Card	Free	0	78	Card	5	3	4
5000006631	EMP13213	02.06.19	C154524	RE10312	CA104207	5	36	31.500	4.500	Card	Free	0	36	Card	1	3	2
5000006632	EMP12096	02.06.19	C155754	RE10195	CA109974	3	21	18.375	2.625	Card	FlatRate	07. May	28. May	Card	2	2	2
5000006633	EMP11105	02.06.19	C146533	RE10204	CA102687	7	42	36.750	5.250	Card	FlatRate	07. May	49.5	Card	1	2	1,5
5000006634	EMP14441	02.06.19	C112263	RE10540	CA103254	5	94	82.250	11.750	Card	Free	0	94	Card	3	2	2,5
5000006635	EMP11030	02.06.19	C128445	RE10129	CA102012	4	42	36.750	5.250	Card	Free	0	42	Card	5	1	3
5000006636	EMP14075	02.06.19	C151506	RE10174	CA101761	3	24	21.000	3.000	Card	Free	0	24	Card	3	4	3,5
5000006637	EMP14405	02.06.19	C166436	RE10504	CA108968	3	33	28.875	4.125	Card	FlatRate	5	38	Card	1	2	1,5
5000006638	EMP13219	02.06.19	C102712	RE10318	CA102203	5	79	69.125	9.875	Card	Free	0	79	Card	4	4	4
5000006639	EMP14111	02.06.19	C141055	RE10210	CA108327	1	9	7.875	1.125	Card	Free	0	9	Card	5	1	3
5000006640	EMP12142	03.06.19	C162680	RE10241	CA108292	4	48	42.000	6.000	Card	Free	0	48	Card	3	1	2
5000006641	EMP12421	03.06.19	C112263	RE10520	CA103254	2	14	12.250	1.750	Card	Free	0	14	Card	1	3	2
5000006642	EMP11256	03.06.19	C140203	RE10355	CA107635	2	50	43.750	6.250	Cash	Free	0	50	Cash	2	2	2
5000006643	EMP13007	03.06.19	C152272	RE10106	CA102860	5	80	70.000	10.000	Card	Free	0	80	Card	5	1	3
5000006644	EMP12466	03.06.19	C162245	RE10565	CA106267	6	72	63.000	9.000	Card	FlatRate	07. May	79.5	Card	1	4	2,5
5000006645	EMP12391	03.06.19	C129708	RE10490	CA109197	5	117	102.375	14.625	Cash	Free	0	117	Cash	1	4	2,5
5000006646	EMP14058	03.06.19	C101972	RE10157	CA103378	4	81	70.875	10.125	Cash	Free	0	81	Cash	1	1	1
5000006647	EMP13271	03.06.19	C145908	RE10370	CA103482	4	40	35.000	5.000	Card	Free	0	40	Card	1	5	3
5000006648	EMP12046	03.06.19	C186207	RE10145	CA100724	2	17	14.875	2.125	Card	Free	0	17	Card	4	3	3,5
5000006649	EMP12466	03.06.19	C178212	RE10565	CA109237	6	72	63.000	9.000	Cash	FlatRate	07. May	79.5	Cash	1	4	2,5
5000006650	EMP11382	03.06.19	C174733	RE10481	CA107010	1	29	25.375	3.625	Card	Free	0	29	Card	1	1	1
5000006651	EMP12298	03.06.19	C196428	RE10397	CA102710	8	182	159.250	22.750	Cash	FlatRate	10	192	Cash	3	5	4
5000006652	EMP12148	03.06.19	C136134	RE10247	CA106228	3	42	36.750	5.250	Card	FlatRate	07. May	49.5	Card	4	2	3
5000006653	EMP13118	03.06.19	C172960	RE10217	CA106492	3	72	63.000	9.000	Cash	Free	0	72	Cash	2	4	3
5000006654	EMP14298	03.06.19	C191224	RE10397	CA108683	1	5	4.375	0.625	Cash	FlatRate	10	15	Cash	4	3	3,5
5000006655	EMP14145	03.06.19	C191224	RE10244	CA108683	5	73	63.875	9.125	Cash	FlatRate	5	78	Cash	4	4	4
5000006656	EMP12256	03.06.19	C198501	RE10355	CA109312	8	173	151.375	21.625	Cash	Free	0	173	Cash	1	3	2
5000006657	EMP14316	03.06.19	C199960	RE10415	CA104222	4	40	35.000	5.000	Card	Free	0	40	Card	5	1	3
5000006658	EMP13037	03.06.19	C131934	RE10136	CA101602	6	141	123.375	17.625	Cash	FlatRate	07. May	148.5	Cash	5	3	4
5000006659	EMP14436	03.06.19	C177676	RE10535	CA109965	5	110	96.250	13.750	Card	Free	0	110	Card	1	1	1
5000006660	EMP11313	03.06.19	C151506	RE10412	CA101761	5	101	88.375	12.625	Cash	Free	0	101	Cash	3	5	4
5000006661	EMP14376	03.06.19	C172019	RE10475	CA103720	1	28	24.500	3.500	Card	Free	0	28	Card	5	1	3
5000006662	EMP11466	03.06.19	C146848	RE10565	CA107835	4	50	43.750	6.250	Cash	FlatRate	07. May	57.5	Cash	2	1	1,5
5000006663	EMP13355	03.06.19	C169435	RE10454	CA109966	7	111	97.125	13.875	Card	FlatRate	07. May	118.5	Card	2	2	2
5000006664	EMP14304	03.06.19	C133366	RE10403	CA105202	3	78	68.250	9.750	Cash	FlatRate	07. May	85.5	Cash	4	1	2,5
5000006665	EMP14118	03.06.19	C146554	RE10217	CA101166	5	127	111.125	15.875	Cash	Free	0	127	Cash	5	3	4
5000006666	EMP14370	03.06.19	C199311	RE10469	CA104150	4	76	66.500	9.500	Cash	FlatRate	5	81	Cash	3	4	3,5
5000006667	EMP14427	03.06.19	C157357	RE10526	CA101500	3	57	49.875	7.125	Card	FlatRate	07. May	64.5	Card	1	3	2
5000006668	EMP14049	03.06.19	C162027	RE10148	CA104681	4	36	31.500	4.500	Cash	Free	0	36	Cash	4	4	4
5000006669	EMP14256	03.06.19	C154136	RE10355	CA100667	1	28	24.500	3.500	Cash	Free	0	28	Cash	4	1	2,5
5000006670	EMP13412	03.06.19	C117728	RE10511	CA106703	2	25	21.875	3.125	Card	Free	0	25	Card	5	5	5
5000006671	EMP11427	03.06.19	C111188	RE10526	CA101709	7	192	168.000	24.000	Cash	FlatRate	07. May	199.5	Cash	4	2	3
5000006672	EMP14403	03.06.19	C122858	RE10502	CA105209	4	104	91.000	13.000	Card	FlatRate	5	109	Card	5	1	3
5000006673	EMP11142	03.06.19	C136184	RE10241	CA100540	5	67	58.625	8.375	Card	Free	0	67	Card	3	3	3
5000006674	EMP13382	03.06.19	C182621	RE10481	CA101801	3	57	49.875	7.125	Card	Free	0	57	Card	1	2	1,5
5000006675	EMP13382	03.06.19	C133570	RE10481	CA100764	7	167	146.125	20.875	Card	Free	0	167	Card	3	2	2,5
5000006676	EMP12382	03.06.19	C122522	RE10481	CA102895	3	60	52.500	7.500	Cash	Free	0	60	Cash	3	4	3,5
5000006677	EMP13121	03.06.19	C177970	RE10220	CA106782	7	45	39.375	5.625	Cash	FlatRate	10	55	Cash	5	4	4,5
5000006678	EMP13010	03.06.19	C144176	RE10109	CA101409	5	96	84.000	12.000	Card	Free	0	96	Card	2	4	3
5000006679	EMP13445	03.06.19	C133019	RE10544	CA108413	4	98	85.750	12.250	Card	FlatRate	10	108	Card	2	4	3
5000006680	EMP12376	03.06.19	C191321	RE10475	CA103147	3	60	52.500	7.500	Card	Free	0	60	Card	5	4	4,5
5000006681	EMP14130	03.06.19	C102535	RE10229	CA109275	2	10	8.750	1.250	Cash	Free	0	10	Cash	3	3	3
5000006682	EMP11400	03.06.19	C172960	RE10499	CA106492	4	76	66.500	9.500	Cash	Free	0	76	Cash	4	3	3,5
5000006683	EMP11475	03.06.19	C190401	RE10574	CA101615	3	81	70.875	10.125	Card	FlatRate	07. May	88.5	Card	3	3	3
5000006684	EMP11103	03.06.19	C129981	RE10202	CA101382	2	26	22.750	3.250	Card	FlatRate	5	31	Card	2	5	3,5
5000006685	EMP13100	03.06.19	C150887	RE10199	CA101251	4	51	44.625	6.375	Card	Free	0	51	Card	3	1	2
5000006686	EMP11466	03.06.19	C154136	RE10565	CA100667	4	44	38.500	5.500	Card	FlatRate	07. May	51.5	Card	4	4	4
5000006687	EMP14046	03.06.19	C112445	RE10145	CA104416	6	57	49.875	7.125	Card	Free	0	57	Card	5	2	3,5
5000006688	EMP11058	03.06.19	C181423	RE10157	CA100801	3	68	59.500	8.500	Card	Free	0	68	Card	2	5	3,5
5000006689	EMP14082	03.06.19	C113339	RE10181	CA109365	5	52	45.500	6.500	Cash	Free	0	52	Cash	5	1	3
5000006690	EMP12256	04.06.19	C156282	RE10355	CA109312	2	26	22.750	3.250	Cash	Free	0	26	Cash	2	1	1,5
5000006691	EMP14076	04.06.19	C136680	RE10175	CA105784	1	12	10.500	1.500	Card	FlatRate	07. May	19. May	Card	2	3	2,5
5000006692	EMP13064	04.06.19	C155140	RE10163	CA101706	2	31	27.125	3.875	Card	FlatRate	07. May	38.5	Card	2	2	2
5000006693	EMP12037	04.06.19	C123405	RE10136	CA107795	4	90	78.750	11.250	Cash	FlatRate	07. May	97.5	Cash	5	1	3
5000006694	EMP11310	04.06.19	C171647	RE10409	CA105862	8	112	98.000	14.000	Cash	Free	0	112	Cash	1	2	1,5
5000006695	EMP13040	04.06.19	C186207	RE10139	CA100724	6	162	141.750	20.250	Card	Free	0	162	Card	2	3	2,5
5000006696	EMP14382	04.06.19	C135226	RE10481	CA109451	6	154	134.750	19.250	Cash	Free	0	154	Cash	1	4	2,5
5000006697	EMP14436	04.06.19	C118544	RE10535	CA100926	3	81	70.875	10.125	Card	Free	0	81	Card	4	4	4
5000006698	EMP14475	04.06.19	C152272	RE10574	CA102860	6	108	94.500	13.500	Card	FlatRate	07. May	115.5	Card	5	4	4,5
5000006699	EMP12256	04.06.19	C152236	RE10355	CA109459	3	39	34.125	4.875	Cash	Free	0	39	Cash	2	5	3,5
5000006700	EMP14007	04.06.19	C101402	RE10106	CA101970	3	64	56.000	8.000	Card	Free	0	64	Card	4	3	3,5
5000006701	EMP12367	04.06.19	C169297	RE10466	CA100642	5	106	92.750	13.250	Card	FlatRate	5	111	Card	5	5	5
5000006702	EMP11478	04.06.19	C116051	RE10577	CA108879	7	158	138.250	19.750	Card	FlatRate	07. May	165.5	Card	2	4	3
5000006703	EMP12199	04.06.19	C146003	RE10298	CA102876	1	10	8.750	1.250	Cash	Free	0	10	Cash	1	2	1,5
5000006704	EMP12199	04.06.19	C186157	RE10298	CA100721	3	30	26.250	3.750	Card	Free	0	30	Card	4	1	2,5
5000006705	EMP12475	04.06.19	C143945	RE10574	CA105165	5	104	91.000	13.000	Card	FlatRate	07. May	111.5	Card	4	1	2,5
5000006706	EMP13157	04.06.19	C172418	RE10256	CA105575	8	70	61.250	8.750	Cash	FlatRate	10	80	Cash	1	3	2
5000006707	EMP11073	04.06.19	C117743	RE10172	CA108350	3	39	34.125	4.875	Card	FlatRate	10	49	Card	5	3	4
5000006708	EMP12265	04.06.19	C190189	RE10364	CA105564	4	47	41.125	5.875	Cash	FlatRate	07. May	54.5	Cash	5	5	5
5000006709	EMP13274	04.06.19	C146533	RE10373	CA102687	8	116	101.500	14.500	Card	FlatRate	10	126	Card	2	5	3,5
5000006710	EMP11058	04.06.19	C109814	RE10157	CA100777	5	90	78.750	11.250	Cash	Free	0	90	Cash	2	4	3
5000006711	EMP14382	04.06.19	C135110	RE10481	CA101071	1	29	25.375	3.625	Card	Free	0	29	Card	2	5	3,5
5000006712	EMP14298	04.06.19	C101906	RE10397	CA100825	2	10	8.750	1.250	Card	FlatRate	10	20	Card	1	2	1,5
5000006713	EMP12316	04.06.19	C107334	RE10415	CA105889	4	90	78.750	11.250	Cash	Free	0	90	Cash	2	5	3,5
5000006714	EMP13286	04.06.19	C115594	RE10385	CA102448	5	108	94.500	13.500	Cash	FlatRate	10	118	Cash	4	1	2,5
5000006715	EMP11208	04.06.19	C139056	RE10307	CA103675	5	71	62.125	8.875	Card	Free	0	71	Card	5	4	4,5
5000006716	EMP11382	04.06.19	C136173	RE10481	CA103977	3	78	68.250	9.750	Cash	Free	0	78	Cash	2	1	1,5
5000006717	EMP14403	04.06.19	C162764	RE10502	CA106691	5	125	109.375	15.625	Cash	FlatRate	5	130	Cash	2	2	2
5000006718	EMP14391	04.06.19	C147334	RE10490	CA104248	2	39	34.125	4.875	Card	Free	0	39	Card	4	5	4,5
5000006719	EMP12253	04.06.19	C153089	RE10352	CA105385	3	36	31.500	4.500	Card	Free	0	36	Card	4	5	4,5
5000006720	EMP11010	04.06.19	C122046	RE10109	CA101351	6	94	82.250	11.750	Card	Free	0	94	Card	5	2	3,5
5000006721	EMP14382	04.06.19	C162299	RE10481	CA105396	3	57	49.875	7.125	Card	Free	0	57	Card	2	2	2
5000006722	EMP11091	04.06.19	C163479	RE10190	CA103628	4	33	28.875	4.125	Cash	Free	0	33	Cash	3	3	3
5000006723	EMP14112	04.06.19	C191790	RE10211	CA103858	7	147	128.625	18.375	Card	Free	0	147	Card	5	5	5
5000006724	EMP12382	04.06.19	C120784	RE10481	CA104381	5	91	79.625	11.375	Card	Free	0	91	Card	1	1	1
5000006725	EMP11418	04.06.19	C101670	RE10517	CA105535	3	15	13.125	1.875	Card	FlatRate	5	20	Card	1	3	2
5000006726	EMP12445	04.06.19	C182421	RE10544	CA103060	2	58	50.750	7.250	Card	FlatRate	10	68	Card	1	2	1,5
5000006727	EMP14367	04.06.19	C143945	RE10466	CA105165	5	115	100.625	14.375	Card	FlatRate	5	120	Card	1	2	1,5
5000006728	EMP11271	04.06.19	C145725	RE10370	CA103604	7	98	85.750	12.250	Cash	Free	0	98	Cash	1	3	2
5000006729	EMP14274	04.06.19	C123405	RE10373	CA107795	5	85	74.375	10.625	Card	FlatRate	10	95	Card	2	4	3
5000006730	EMP12466	04.06.19	C126921	RE10565	CA108067	5	65	56.875	8.125	Card	FlatRate	07. May	72.5	Card	4	1	2,5
5000006731	EMP13058	04.06.19	C111188	RE10157	CA101709	2	28	24.500	3.500	Cash	Free	0	28	Cash	2	3	2,5
5000006732	EMP13247	04.06.19	C122178	RE10346	CA106823	3	87	76.125	10.875	Card	Free	0	87	Card	4	2	3
5000006733	EMP12469	04.06.19	C190859	RE10568	CA109663	6	144	126.000	18.000	Cash	Free	0	144	Cash	3	4	3,5
5000006734	EMP11007	04.06.19	C181640	RE10106	CA104028	4	56	49.000	7.000	Card	Free	0	56	Card	4	5	4,5
5000006735	EMP12028	04.06.19	C186233	RE10127	CA107959	2	12	10.500	1.500	Cash	FlatRate	07. May	19. May	Cash	2	2	2
5000006736	EMP11004	04.06.19	C199960	RE10103	CA104222	2	22	19.250	2.750	Card	FlatRate	5	27	Card	1	2	1,5
5000006737	EMP13070	05.06.19	C190859	RE10169	CA109663	7	123	107.625	15.375	Card	Free	0	123	Card	1	3	2
5000006738	EMP14448	05.06.19	C132365	RE10547	CA100954	3	78	68.250	9.750	Cash	Free	0	78	Cash	5	3	4
5000006739	EMP11100	05.06.19	C133570	RE10199	CA100764	4	71	62.125	8.875	Card	Free	0	71	Card	3	2	2,5
5000006740	EMP11169	05.06.19	C115868	RE10268	CA105739	3	39	34.125	4.875	Card	FlatRate	5	44	Card	5	3	4
5000006741	EMP12049	05.06.19	C193562	RE10148	CA107652	7	60	52.500	7.500	Cash	Free	0	60	Cash	1	5	3
5000006742	EMP14250	05.06.19	C186416	RE10349	CA101372	4	50	43.750	6.250	Cash	Free	0	50	Cash	2	3	2,5
5000006743	EMP13403	05.06.19	C104087	RE10502	CA102135	4	62	54.250	7.750	Card	FlatRate	5	67	Card	5	2	3,5
5000006744	EMP14028	05.06.19	C129708	RE10127	CA109197	2	16	14.000	2.000	Card	FlatRate	07. May	23. May	Card	2	2	2
5000006745	EMP11499	05.06.19	C156723	RE10598	CA107000	3	87	76.125	10.875	Cash	FlatRate	07. May	94.5	Cash	2	2	2
5000006746	EMP13256	05.06.19	C103018	RE10355	CA109732	8	165	144.375	20.625	Card	Free	0	165	Card	4	1	2,5
5000006747	EMP12220	05.06.19	C160728	RE10319	CA102465	4	80	70.000	10.000	Card	Free	0	80	Card	1	5	3
5000006748	EMP14004	05.06.19	C193583	RE10103	CA107918	7	110	96.250	13.750	Cash	FlatRate	5	115	Cash	5	2	3,5
5000006749	EMP14058	05.06.19	C133472	RE10157	CA102478	7	138	120.750	17.250	Cash	Free	0	138	Cash	2	1	1,5
5000006750	EMP13442	05.06.19	C145863	RE10541	CA104234	7	85	74.375	10.625	Cash	Free	0	85	Cash	1	4	2,5
5000006751	EMP11274	05.06.19	C148451	RE10373	CA105679	1	15	13.125	1.875	Card	FlatRate	10	25	Card	5	1	3
5000006752	EMP12217	05.06.19	C150365	RE10316	CA102170	3	60	52.500	7.500	Card	FlatRate	5	65	Card	4	1	2,5
5000006753	EMP14433	05.06.19	C170973	RE10532	CA109817	1	7	6.125	0.875	Card	Free	0	7	Card	3	4	3,5
5000006754	EMP12376	05.06.19	C154352	RE10475	CA104120	6	150	131.250	18.750	Card	Free	0	150	Card	3	3	3
5000006755	EMP12469	05.06.19	C184696	RE10568	CA109180	4	100	87.500	12.500	Cash	Free	0	100	Cash	1	1	1
5000006756	EMP11043	05.06.19	C118672	RE10142	CA101853	2	36	31.500	4.500	Card	FlatRate	07. May	43.5	Card	4	1	2,5
5000006757	EMP11454	05.06.19	C182421	RE10553	CA103060	7	101	88.375	12.625	Cash	Free	0	101	Cash	1	3	2
5000006758	EMP14475	05.06.19	C171283	RE10574	CA105300	2	50	43.750	6.250	Card	FlatRate	07. May	57.5	Card	5	2	3,5
5000006759	EMP14382	05.06.19	C172662	RE10481	CA100532	6	146	127.750	18.250	Card	Free	0	146	Card	5	1	3
5000006760	EMP14466	05.06.19	C198392	RE10565	CA102684	2	18	15.750	2.250	Card	FlatRate	07. May	25. May	Card	1	5	3
5000006761	EMP14226	05.06.19	C178233	RE10325	CA106844	4	78	68.250	9.750	Card	FlatRate	5	83	Card	1	3	2
5000006762	EMP11268	05.06.19	C154136	RE10367	CA100667	3	66	57.750	8.250	Card	Free	0	66	Card	3	1	2
5000006763	EMP14289	05.06.19	C133509	RE10388	CA106112	5	115	100.625	14.375	Card	FlatRate	07. May	122.5	Card	1	5	3
5000006764	EMP11472	05.06.19	C137897	RE10571	CA107171	1	20	17.500	2.500	Cash	Free	0	20	Cash	1	1	1
5000006765	EMP11058	05.06.19	C152251	RE10157	CA104764	3	36	31.500	4.500	Card	Free	0	36	Card	3	4	3,5
5000006766	EMP12007	05.06.19	C153871	RE10106	CA101756	7	98	85.750	12.250	Card	Free	0	98	Card	3	1	2
5000006767	EMP13382	05.06.19	C177424	RE10481	CA107751	1	17	14.875	2.125	Cash	Free	0	17	Cash	3	3	3
5000006768	EMP14328	05.06.19	C196455	RE10427	CA109012	5	97	84.875	12.125	Card	Free	0	97	Card	5	2	3,5
5000006769	EMP14151	05.06.19	C144334	RE10250	CA107458	4	92	80.500	11.500	Cash	Free	0	92	Cash	1	1	1
5000006770	EMP14499	05.06.19	C181443	RE10598	CA106871	2	34	29.750	4.250	Cash	FlatRate	07. May	41.5	Cash	4	4	4
5000006771	EMP13256	05.06.19	C182274	RE10355	CA102851	1	24	21.000	3.000	Card	Free	0	24	Card	2	2	2
5000006772	EMP14046	05.06.19	C187266	RE10145	CA102371	2	32	28.000	4.000	Cash	Free	0	32	Cash	5	4	4,5
5000006773	EMP11355	05.06.19	C152240	RE10454	CA108028	4	62	54.250	7.750	Card	FlatRate	07. May	69.5	Card	2	3	2,5
5000006774	EMP11442	05.06.19	C131934	RE10541	CA101602	3	21	18.375	2.625	Cash	Free	0	21	Cash	2	3	2,5
5000006775	EMP11217	05.06.19	C173876	RE10316	CA105899	4	62	54.250	7.750	Card	FlatRate	5	67	Card	1	3	2
5000006776	EMP13196	05.06.19	C158490	RE10295	CA106605	3	51	44.625	6.375	Card	Free	0	51	Card	4	2	3
5000006777	EMP11382	05.06.19	C121545	RE10481	CA100835	1	29	25.375	3.625	Cash	Free	0	29	Cash	5	1	3
5000006778	EMP11010	05.06.19	C128064	RE10109	CA105920	6	128	112.000	16.000	Card	Free	0	128	Card	4	5	4,5
5000006779	EMP12007	06.06.19	C113612	RE10106	CA106258	6	90	78.750	11.250	Card	Free	0	90	Card	5	3	4
5000006780	EMP12232	06.06.19	C135110	RE10331	CA101071	4	90	78.750	11.250	Card	Free	0	90	Card	4	4	4
5000006781	EMP12268	06.06.19	C108103	RE10367	CA105808	7	56	49.000	7.000	Card	Free	0	56	Card	2	4	3
5000006782	EMP11064	06.06.19	C175477	RE10163	CA103912	1	18	15.750	2.250	Card	FlatRate	07. May	25. May	Card	5	2	3,5
5000006783	EMP11145	06.06.19	C143850	RE10244	CA108749	3	54	47.250	6.750	Card	FlatRate	5	59	Card	3	4	3,5
5000006784	EMP14319	06.06.19	C130543	RE10418	CA106095	2	52	45.500	6.500	Card	Free	0	52	Card	3	4	3,5
5000006785	EMP14256	06.06.19	C198392	RE10355	CA102684	2	26	22.750	3.250	Card	Free	0	26	Card	4	2	3
5000006786	EMP13118	06.06.19	C180928	RE10217	CA108333	5	117	102.375	14.625	Cash	Free	0	117	Cash	4	4	4
5000006787	EMP14112	06.06.19	C134459	RE10211	CA104709	4	20	17.500	2.500	Cash	Free	0	20	Cash	1	3	2
5000006788	EMP14457	06.06.19	C160432	RE10556	CA102655	4	83	72.625	10.375	Card	Free	0	83	Card	2	1	1,5
5000006789	EMP12049	06.06.19	C188819	RE10148	CA102319	3	15	13.125	1.875	Card	Free	0	15	Card	4	4	4
5000006790	EMP13007	06.06.19	C191224	RE10106	CA108683	4	62	54.250	7.750	Card	Free	0	62	Card	2	3	2,5
5000006791	EMP11115	06.06.19	C122401	RE10214	CA107318	3	33	28.875	4.125	Cash	Free	0	33	Cash	4	1	2,5
5000006792	EMP12046	06.06.19	C125981	RE10145	CA106739	3	21	18.375	2.625	Card	Free	0	21	Card	1	1	1
5000006793	EMP13256	06.06.19	C192495	RE10355	CA100956	5	122	106.750	15.250	Card	Free	0	122	Card	4	3	3,5
5000006794	EMP14475	06.06.19	C193735	RE10574	CA107028	5	96	84.000	12.000	Card	FlatRate	07. May	103.5	Card	3	5	4
