"SALESORDERID","CREATEDBY","CREATEDAT","CHANGEDBY","CHANGEDAT","FISCVARIANT","FISCALYEARPERIOD","NOTEID","PARTNERID","SALESORG","CURRENCY","GROSSAMOUNT","NETAMOUNT","TAXAMOUNT","LIFECYCLESTATUS","BILLINGSTATUS","DELIVERYSTATUS"
"0500001112","0000000014","2017-07-12","0000000014","2017-07-15","K4","2017007","","100000032","AMER","USD",27402.75,24358.00,3044.75,"","","C"
"0500001113","0000000027","2017-07-12","0000000027","2017-07-14","K4","2017007","","100000022","APJ","USD",201652.86,179247.00,22405.86,"","","C"
"0500001114","0000000012","2017-07-12","0000000012","2017-07-15","K4","2017007","","100000001","AMER","USD",31150.11,27689.00,3461.11,"","","C"
"0500001115","0000000003","2017-07-12","0000000003","2017-07-14","K4","2017007","","100000014","EMEA","USD",34392.37,30571.00,3821.37,"","","C"
"0500001116","0000000004","2017-07-12","0000000004","2017-07-15","K4","2017007","","100000019","APJ","USD",94240.12,83769.00,10471.12,"","","C"
"0500001117","0000000019","2017-07-12","0000000019","2017-07-13","K4","2017007","","100000037","EMEA","USD",63076.48,56068.00,7008.48,"","","C"
"0500001118","0000000020","2017-07-12","0000000020","2017-07-14","K4","2017007","","100000037","EMEA","USD",117406.11,104361.00,13045.11,"","","C"
"0500001119","0000000021","2017-07-13","0000000021","2017-07-15","K4","2017007","","100000005","EMEA","USD",32129.99,28560.00,3569.99,"","","C"
"0500001120","0000000009","2017-07-13","0000000009","2017-07-15","K4","2017007","","100000031","AMER","USD",119671.87,106375.00,13296.87,"","","C"
"0500001121","0000000022","2017-07-14","0000000022","2017-07-15","K4","2017007","","100000026","EMEA","USD",187934.62,167053.00,20881.62,"","","C"
"0500001122","0000000007","2017-07-15","0000000007","2017-07-17","K4","2017007","","100000004","AMER","USD",10290.37,9147.00,1143.37,"","","P"
"0500001123","0000000021","2017-07-16","0000000021","2017-07-19","K4","2017007","","100000007","EMEA","USD",215264.24,191346.00,23918.24,"","","C"
"0500001124","0000000020","2017-07-17","0000000020","2017-07-18","K4","2017007","","100000036","EMEA","USD",50613.75,44990.00,5623.75,"","","C"
"0500001125","0000000026","2017-07-18","0000000026","2017-07-21","K4","2017007","","100000018","APJ","USD",156053.24,138714.00,17339.24,"","","C"
"0500001126","0000000026","2017-07-19","0000000026","2017-07-21","K4","2017007","","100000018","APJ","USD",730.12,649.00,81.12,"","","C"
"0500001127","0000000019","2017-07-20","0000000019","2017-07-22","K4","2017007","","100000008","EMEA","USD",141331.49,125628.00,15703.49,"","","P"
"0500001128","0000000018","2017-07-21","0000000018","2017-07-24","K4","2017007","","100000037","EMEA","USD",44213.61,39301.00,4912.61,"","","C"
"0500001129","0000000018","2017-07-21","0000000018","2017-07-24","K4","2017007","","100000037","EMEA","USD",53903.23,47914.00,5989.23,"","","P"
"0500001130","0000000018","2017-07-22","0000000018","2017-07-25","K4","2017007","","100000039","EMEA","USD",59916.36,53259.00,6657.36,"","","C"
"0500001131","0000000025","2017-07-23","0000000025","2017-07-24","K4","2017007","","100000020","APJ","USD",1572.75,1398.00,174.75,"","","C"
"0500001132","0000000027","2017-07-24","0000000027","2017-07-27","K4","2017007","","100000018","APJ","USD",8100.00,7200.00,900.00,"","","C"
"0500001133","0000000016","2017-07-24","0000000016","2017-07-26","K4","2017007","","100000008","EMEA","USD",1181.25,1050.00,131.25,"","","C"
"0500001134","0000000016","2017-07-24","0000000016","2017-07-26","K4","2017007","","100000010","EMEA","USD",16303.49,14492.00,1811.49,"","","C"
"0500001135","0000000003","2017-07-25","0000000003","2017-07-28","K4","2017007","","100000007","EMEA","USD",147624.73,131222.00,16402.73,"","","X"
"0500001136","0000000003","2017-07-26","0000000003","2017-07-27","K4","2017007","","100000035","EMEA","USD",50264.99,44680.00,5584.99,"","","C"
"0500001137","0000000014","2017-07-26","0000000014","2017-07-29","K4","2017007","","100000033","AMER","USD",79145.97,70352.00,8793.97,"","","C"
"0500001138","0000000004","2017-07-27","0000000004","2017-07-28","K4","2017007","","100000022","APJ","USD",153748.12,136665.00,17083.12,"","","C"
"0500001139","0000000006","2017-07-27","0000000006","2017-07-28","K4","2017007","","100000028","EMEA","USD",84085.86,74743.00,9342.86,"","","C"
"0500001140","0000000009","2017-07-27","0000000009","2017-07-29","K4","2017007","","100000004","AMER","USD",68379.74,60782.00,7597.74,"","","C"
"0500001141","0000000010","2017-07-28","0000000010","2017-07-29","K4","2017007","","100000000","AMER","USD",20846.24,18530.00,2316.24,"","","C"
"0500001142","0000000025","2017-07-29","0000000025","2017-08-01","K4","2017007","","100000021","APJ","USD",116948.24,103954.00,12994.24,"","","C"
"0500001143","0000000007","2017-07-29","0000000007","2017-07-31","K4","2017007","","100000000","AMER","USD",166045.49,147596.00,18449.49,"","","C"
"0500001144","0000000010","2017-07-29","0000000010","2017-08-01","K4","2017007","","100000031","AMER","USD",44991.00,39992.00,4999.00,"","","C"
"0500001145","0000000018","2017-07-29","0000000018","2017-07-31","K4","2017007","","100000007","EMEA","USD",37108.12,32985.00,4123.12,"","","C"
"0500001146","0000000024","2017-07-30","0000000024","2017-08-01","K4","2017007","","100000018","APJ","USD",132442.86,117727.00,14715.86,"","","C"
"0500001147","0000000007","2017-07-30","0000000007","2017-07-31","K4","2017007","","100000004","AMER","USD",130793.61,116261.00,14532.61,"","","C"
"0500001148","0000000012","2017-07-31","0000000012","2017-08-03","K4","2017007","","100000032","AMER","USD",43519.49,38684.00,4835.49,"","","C"
"0500001149","0000000011","2017-07-31","0000000011","2017-08-03","K4","2017007","","100000034","AMER","USD",12926.25,11490.00,1436.25,"","","C"
"0500001150","0000000023","2017-07-31","0000000023","2017-08-03","K4","2017007","","100000006","EMEA","USD",34460.99,30632.00,3828.99,"","","C"
"0500001151","0000000017","2017-08-01","0000000017","2017-08-04","K4","2017008","","100000008","EMEA","USD",150596.99,133864.00,16732.99,"","","C"
"0500001152","0000000023","2017-08-01","0000000023","2017-08-04","K4","2017008","","100000028","EMEA","USD",27552.37,24491.00,3061.37,"","","C"
"0500001153","0000000023","2017-08-01","0000000023","2017-08-02","K4","2017008","","100000038","EMEA","USD",34409.24,30586.00,3823.24,"","","C"
"0500001154","0000000006","2017-08-02","0000000006","2017-08-05","K4","2017008","","100000026","EMEA","USD",125116.85,111215.00,13901.85,"","","C"
"0500001155","0000000022","2017-08-03","0000000022","2017-08-04","K4","2017008","","100000029","EMEA","USD",86182.87,76607.00,9575.87,"","","C"
"0500001156","0000000004","2017-08-03","0000000004","2017-08-06","K4","2017008","","100000020","APJ","USD",193575.36,172067.00,21508.36,"","","C"
"0500001157","0000000017","2017-08-04","0000000017","2017-08-07","K4","2017008","","100000010","EMEA","USD",135619.87,120551.00,15068.87,"","","C"
"0500001158","0000000026","2017-08-05","0000000026","2017-08-06","K4","2017008","","100000019","APJ","USD",187967.23,167082.00,20885.23,"","","C"
"0500001159","0000000015","2017-08-05","0000000015","2017-08-08","K4","2017008","","100000038","EMEA","USD",33485.62,29765.00,3720.62,"","","C"
"0500001160","0000000016","2017-08-06","0000000016","2017-08-07","K4","2017008","","100000009","EMEA","USD",76069.12,67617.00,8452.12,"","","C"
"0500001161","0000000027","2017-08-07","0000000027","2017-08-08","K4","2017008","","100000016","APJ","USD",79710.73,70854.00,8856.73,"","","C"
"0500001162","0000000013","2017-08-07","0000000013","2017-08-10","K4","2017008","","100000004","AMER","USD",87989.60,78213.00,9776.60,"","","C"
"0500001163","0000000009","2017-08-08","0000000009","2017-08-10","K4","2017008","","100000034","AMER","USD",63014.61,56013.00,7001.61,"","","C"
"0500001164","0000000006","2017-08-09","0000000006","2017-08-10","K4","2017008","","100000010","EMEA","USD",94488.75,83990.00,10498.75,"","","C"
"0500001165","0000000019","2017-08-09","0000000019","2017-08-11","K4","2017008","","100000026","EMEA","USD",55396.11,49241.00,6155.11,"","","C"
"0500001166","0000000018","2017-08-09","0000000018","2017-08-12","K4","2017008","","100000012","EMEA","USD",53423.99,47488.00,5935.99,"","","C"
"0500001167","0000000012","2017-08-10","0000000012","2017-08-12","K4","2017008","","100000004","AMER","USD",52647.75,46798.00,5849.75,"","","X"
"0500001168","0000000010","2017-08-10","0000000010","2017-08-12","K4","2017008","","100000033","AMER","USD",34756.86,30895.00,3861.86,"","","C"
"0500001169","0000000014","2017-08-11","0000000014","2017-08-12","K4","2017008","","100000034","AMER","USD",71848.10,63865.00,7983.10,"","","C"
"0500001170","0000000017","2017-08-11","0000000017","2017-08-14","K4","2017008","","100000013","EMEA","USD",82122.74,72998.00,9124.74,"","","X"
"0500001171","0000000018","2017-08-12","0000000018","2017-08-15","K4","2017008","","100000025","EMEA","USD",95555.23,84938.00,10617.23,"","","C"
"0500001172","0000000007","2017-08-12","0000000007","2017-08-13","K4","2017008","","100000031","AMER","USD",45247.49,40220.00,5027.49,"","","C"
"0500001173","0000000021","2017-08-12","0000000021","2017-08-14","K4","2017008","","100000039","EMEA","USD",42720.74,37974.00,4746.74,"","","C"
"0500001174","0000000010","2017-08-12","0000000010","2017-08-13","K4","2017008","","100000003","AMER","USD",177136.85,157455.00,19681.85,"","","C"
"0500001175","0000000026","2017-08-12","0000000026","2017-08-15","K4","2017008","","100000023","APJ","USD",85708.12,76185.00,9523.12,"","","C"
"0500001176","0000000018","2017-08-12","0000000018","2017-08-14","K4","2017008","","100000005","EMEA","USD",69955.85,62183.00,7772.85,"","","C"
"0500001177","0000000016","2017-08-13","0000000016","2017-08-16","K4","2017008","","100000012","EMEA","USD",1572.75,1398.00,174.75,"","","C"
"0500001178","0000000013","2017-08-14","0000000013","2017-08-15","K4","2017008","","100000031","AMER","USD",117284.62,104253.00,13031.62,"","","C"
"0500001179","0000000023","2017-08-14","0000000023","2017-08-15","K4","2017008","","100000039","EMEA","USD",104334.74,92742.00,11592.74,"","","C"
"0500001180","0000000021","2017-08-14","0000000021","2017-08-15","K4","2017008","","100000009","EMEA","USD",158188.49,140612.00,17576.49,"","","C"
"0500001181","0000000019","2017-08-14","0000000019","2017-08-17","K4","2017008","","100000013","EMEA","USD",89575.87,79623.00,9952.87,"","","C"
"0500001182","0000000004","2017-08-14","0000000004","2017-08-17","K4","2017008","","100000015","APJ","USD",21415.49,19036.00,2379.49,"","","X"
"0500001183","0000000014","2017-08-14","0000000014","2017-08-15","K4","2017008","","100000033","AMER","USD",47999.25,42666.00,5333.25,"","","C"
"0500001184","0000000026","2017-08-14","0000000026","2017-08-17","K4","2017008","","100000020","APJ","USD",149842.12,133193.00,16649.12,"","","C"
"0500001185","0000000018","2017-08-15","0000000018","2017-08-16","K4","2017008","","100000025","EMEA","USD",98988.74,87990.00,10998.74,"","","C"
"0500001186","0000000014","2017-08-15","0000000014","2017-08-18","K4","2017008","","100000004","AMER","USD",42851.25,38090.00,4761.25,"","","C"
"0500001187","0000000019","2017-08-15","0000000019","2017-08-16","K4","2017008","","100000036","EMEA","USD",83904.73,74582.00,9322.73,"","","C"
"0500001188","0000000015","2017-08-15","0000000015","2017-08-16","K4","2017008","","100000013","EMEA","USD",118733.61,105541.00,13192.61,"","","C"
"0500001189","0000000023","2017-08-15","0000000023","2017-08-18","K4","2017008","","100000037","EMEA","USD",85035.37,75587.00,9448.37,"","","C"
"0500001190","0000000022","2017-08-15","0000000022","2017-08-16","K4","2017008","","100000038","EMEA","USD",3372.75,2998.00,374.75,"","","C"
"0500001191","0000000026","2017-08-15","0000000026","2017-08-18","K4","2017008","","100000017","APJ","USD",186275.23,165578.00,20697.23,"","","C"
"0500001192","0000000018","2017-08-16","0000000018","2017-08-19","K4","2017008","","100000026","EMEA","USD",86335.87,76743.00,9592.87,"","","C"
"0500001193","0000000012","2017-08-17","0000000012","2017-08-20","K4","2017008","","100000033","AMER","USD",12813.75,11390.00,1423.75,"","","C"
"0500001194","0000000020","2017-08-17","0000000020","2017-08-18","K4","2017008","","100000010","EMEA","USD",57967.85,51527.00,6440.85,"","","C"
"0500001195","0000000021","2017-08-18","0000000021","2017-08-20","K4","2017008","","100000007","EMEA","USD",4275.00,3800.00,475.00,"","","C"
"0500001196","0000000024","2017-08-19","0000000024","2017-08-20","K4","2017008","","100000023","APJ","USD",100398.36,89243.00,11155.36,"","","C"
"0500001197","0000000012","2017-08-19","0000000012","2017-08-21","K4","2017008","","100000033","AMER","USD",23164.87,20591.00,2573.87,"","","C"
"0500001198","0000000022","2017-08-20","0000000022","2017-08-22","K4","2017008","","100000035","EMEA","USD",45210.37,40187.00,5023.37,"","","C"
"0500001199","0000000025","2017-08-20","0000000025","2017-08-23","K4","2017008","","100000016","APJ","USD",87952.50,78180.00,9772.50,"","","C"
"0500001200","0000000017","2017-08-21","0000000017","2017-08-22","K4","2017008","","100000012","EMEA","USD",26859.37,23875.00,2984.37,"","","C"
"0500001201","0000000006","2017-08-22","0000000006","2017-08-25","K4","2017008","","100000027","EMEA","USD",43745.60,38885.00,4860.60,"","","C"
"0500001202","0000000018","2017-08-23","0000000018","2017-08-26","K4","2017008","","100000037","EMEA","USD",136254.37,121115.00,15139.37,"","","C"
"0500001203","0000000006","2017-08-24","0000000006","2017-08-26","K4","2017008","","100000037","EMEA","USD",80948.24,71954.00,8994.24,"","","C"
"0500001204","0000000013","2017-08-24","0000000013","2017-08-25","K4","2017008","","100000002","AMER","USD",110558.24,98274.00,12284.24,"","","C"
"0500001205","0000000009","2017-08-25","0000000009","2017-08-27","K4","2017008","","100000001","AMER","USD",96763.48,86012.00,10751.48,"","","C"
"0500001206","0000000025","2017-08-26","0000000025","2017-08-28","K4","2017008","","100000023","APJ","USD",142852.50,126980.00,15872.50,"","","C"
"0500001207","0000000016","2017-08-27","0000000016","2017-08-30","K4","2017008","","100000029","EMEA","USD",8650.12,7689.00,961.12,"","","C"
"0500001208","0000000013","2017-08-27","0000000013","2017-08-29","K4","2017008","","100000002","AMER","USD",730.12,649.00,81.12,"","","C"
"0500001209","0000000004","2017-08-27","0000000004","2017-08-29","K4","2017008","","100000020","APJ","USD",11659.49,10364.00,1295.49,"","","C"
"0500001210","0000000025","2017-08-27","0000000025","2017-08-28","K4","2017008","","100000018","APJ","USD",133423.85,118599.00,14824.85,"","","C"
"0500001211","0000000012","2017-08-27","0000000012","2017-08-29","K4","2017008","","100000004","AMER","USD",50453.99,44848.00,5605.99,"","","C"
"0500001212","0000000015","2017-08-27","0000000015","2017-08-28","K4","2017008","","100000037","EMEA","USD",67736.23,60210.00,7526.23,"","","C"
"0500001213","0000000011","2017-08-27","0000000011","2017-08-29","K4","2017008","","100000031","AMER","USD",30045.37,26707.00,3338.37,"","","P"
"0500001214","0000000010","2017-08-28","0000000010","2017-08-29","K4","2017008","","100000000","AMER","USD",172173.36,153043.00,19130.36,"","","C"
"0500001215","0000000013","2017-08-28","0000000013","2017-08-31","K4","2017008","","100000033","AMER","USD",34185.37,30387.00,3798.37,"","","C"
"0500001216","0000000009","2017-08-29","0000000009","2017-09-01","K4","2017008","","100000031","AMER","USD",30472.86,27087.00,3385.86,"","","C"
"0500001217","0000000025","2017-08-29","0000000025","2017-08-31","K4","2017008","","100000019","APJ","USD",35147.25,31242.00,3905.25,"","","C"
"0500001218","0000000021","2017-08-30","0000000021","2017-08-31","K4","2017008","","100000007","EMEA","USD",21487.50,19100.00,2387.50,"","","C"
"0500001219","0000000007","2017-08-30","0000000007","2017-08-31","K4","2017008","","100000031","AMER","USD",61553.25,54714.00,6839.25,"","","C"
"0500001220","0000000023","2017-08-30","0000000023","2017-09-01","K4","2017008","","100000012","EMEA","USD",11032.87,9807.00,1225.87,"","","C"
"0500001221","0000000024","2017-08-31","0000000024","2017-09-02","K4","2017008","","100000018","APJ","USD",65521.11,58241.00,7280.11,"","","C"
"0500001222","0000000023","2017-08-31","0000000023","2017-09-03","K4","2017008","","100000038","EMEA","USD",11245.50,9996.00,1249.50,"","","C"
"0500001223","0000000010","2017-08-31","0000000010","2017-09-02","K4","2017008","","100000000","AMER","USD",7861.49,6988.00,873.49,"","","C"
"0500001224","0000000009","2017-08-31","0000000009","2017-09-03","K4","2017008","","100000003","AMER","USD",156295.12,138929.00,17366.12,"","","C"
"0500001225","0000000026","2017-08-31","0000000026","2017-09-01","K4","2017008","","100000019","APJ","USD",104827.48,93180.00,11647.48,"","","C"
