"SALESORDERID","SALESORDERITEM","PRODUCTID","NOTEID","CURRENCY","GROSSAMOUNT","NETAMOUNT","TAXAMOUNT","IETMATPSTATUS","OPITEMPOS","QUANTITY","QUANTITYUNIT","EXPECTEDDELIVERYDATE"
"0500000808","0000000020","CC-1023","","USD",15311.25,13610.00,1701.25,"I","",10,"EA","2017-03-17"
"0500000808","0000000030","BX-1014","","USD",1797.75,1598.00,199.75,"I","",2,"EA","2017-03-17"
"0500000809","0000000010","EB-1131","","USD",13500.00,12000.00,1500.00,"I","",8,"EA","2017-03-16"
"0500000809","0000000030","RC-1053","","USD",46564.87,41391.00,5173.87,"I","",9,"EA","2017-03-16"
"0500000809","0000000070","MB-1031","","USD",8761.50,7788.00,973.50,"I","",12,"EA","2017-03-16"
"0500000809","0000000060","CC-1022","","USD",1350.00,1200.00,150.00,"I","",1,"EA","2017-03-16"
"0500000809","0000000020","RC-1056","","USD",16868.25,14994.00,1874.25,"I","",6,"EA","2017-03-16"
"0500000809","0000000040","BX-1012","","USD",2693.25,2394.00,299.25,"I","",6,"EA","2017-03-16"
"0500000809","0000000050","BX-1015","","USD",2354.62,2093.00,261.62,"I","",7,"EA","2017-03-16"
"0500000810","0000000010","MB-1033","","USD",49487.62,43989.00,5498.62,"I","",11,"EA","2017-03-19"
"0500000810","0000000040","BX-1013","","USD",4546.12,4041.00,505.12,"I","",9,"EA","2017-03-19"
"0500000810","0000000080","RO-1001","","USD",3543.75,3150.00,393.75,"I","",6,"EA","2017-03-19"
"0500000810","0000000050","BX-1014","","USD",9887.62,8789.00,1098.62,"I","",11,"EA","2017-03-19"
"0500000810","0000000020","CC-1021","","USD",14157.00,12584.00,1573.00,"I","",11,"EA","2017-03-19"
"0500000810","0000000070","EB-1134","","USD",59400.00,52800.00,6600.00,"I","",11,"EA","2017-03-19"
"0500000810","0000000030","RC-1052","","USD",26993.25,23994.00,2999.25,"I","",6,"EA","2017-03-19"
"0500000810","0000000060","DB-1081","","USD",16863.75,14990.00,1873.75,"I","",10,"EA","2017-03-19"
"0500000810","0000000090","BX-1012","","USD",1346.62,1197.00,149.62,"I","",3,"EA","2017-03-19"
"0500000811","0000000010","DB-1081","","USD",8431.87,7495.00,936.87,"I","",5,"EA","2017-03-24"
"0500000811","0000000020","CB-1162","","USD",450.00,400.00,50.00,"I","",1,"EA","2017-03-24"
"0500000811","0000000040","MB-1032","","USD",7306.87,6495.00,811.87,"I","",5,"EA","2017-03-24"
"0500000811","0000000070","MB-1034","","USD",2811.37,2499.00,312.37,"I","",1,"EA","2017-03-24"
"0500000811","0000000050","HB-1175","","USD",3034.12,2697.00,337.12,"I","",3,"EA","2017-03-24"
"0500000811","0000000030","CC-1023","","USD",7655.62,6805.00,850.62,"I","",5,"EA","2017-03-24"
"0500000811","0000000080","RO-1002","","USD",2325.37,2067.00,258.37,"I","",3,"EA","2017-03-24"
"0500000811","0000000060","MB-1033","","USD",13496.62,11997.00,1499.62,"I","",3,"EA","2017-03-24"
"0500000812","0000000010","RO-1001","","USD",590.62,525.00,65.62,"I","",1,"EA","2017-03-24"
"0500000812","0000000020","MB-1032","","USD",14613.75,12990.00,1623.75,"I","",10,"EA","2017-03-24"
"0500000812","0000000030","EB-1137","","USD",79987.50,71100.00,8887.50,"I","",9,"EA","2017-03-24"
"0500000813","0000000010","EB-1137","","USD",97762.50,86900.00,10862.50,"I","",11,"EA","2017-03-17"
"0500000814","0000000010","HB-1175","","USD",11125.12,9889.00,1236.12,"I","",11,"EA","2017-03-23"
"0500000814","0000000020","RC-1055","","USD",26986.50,23988.00,2998.50,"I","",12,"EA","2017-03-23"
"0500000815","0000000010","CC-1023","","USD",9186.75,8166.00,1020.75,"I","",6,"EA","2017-03-27"
"0500000815","0000000040","HB-1176","","USD",12139.87,10791.00,1348.87,"I","",9,"EA","2017-03-27"
"0500000815","0000000030","RC-1056","","USD",16868.25,14994.00,1874.25,"I","",6,"EA","2017-03-27"
"0500000815","0000000020","BX-1012","","USD",2693.25,2394.00,299.25,"I","",6,"EA","2017-03-27"
"0500000815","0000000050","BX-1015","","USD",4036.50,3588.00,448.50,"I","",12,"EA","2017-03-27"
"0500000816","0000000010","MB-1032","","USD",8768.25,7794.00,974.25,"I","",6,"EA","2017-03-17"
"0500000816","0000000040","EB-1132","","USD",23512.50,20900.00,2612.50,"I","",11,"EA","2017-03-17"
"0500000816","0000000050","CB-1162","","USD",3600.00,3200.00,400.00,"I","",8,"EA","2017-03-17"
"0500000816","0000000030","HB-1172","","USD",9887.62,8789.00,1098.62,"I","",11,"EA","2017-03-17"
"0500000816","0000000080","RC-1054","","USD",30931.87,27495.00,3436.87,"I","",5,"EA","2017-03-17"
"0500000816","0000000020","RO-1001","","USD",4134.37,3675.00,459.37,"I","",7,"EA","2017-03-17"
"0500000816","0000000060","BX-1016","","USD",1076.62,957.00,119.62,"I","",3,"EA","2017-03-17"
"0500000816","0000000070","CC-1021","","USD",6435.00,5720.00,715.00,"I","",5,"EA","2017-03-17"
"0500000817","0000000010","BX-1016","","USD",2153.25,1914.00,239.25,"I","",6,"EA","2017-03-22"
"0500000817","0000000100","EB-1132","","USD",2137.50,1900.00,237.50,"I","",1,"EA","2017-03-22"
"0500000817","0000000080","RC-1053","","USD",20695.50,18396.00,2299.50,"I","",4,"EA","2017-03-22"
"0500000817","0000000060","RC-1051","","USD",11245.50,9996.00,1249.50,"I","",4,"EA","2017-03-22"
"0500000817","0000000070","RO-1002","","USD",9301.50,8268.00,1033.50,"I","",12,"EA","2017-03-22"
"0500000817","0000000040","CB-1163","","USD",1296.00,1152.00,144.00,"I","",4,"EA","2017-03-22"
"0500000817","0000000020","BX-1014","","USD",8089.87,7191.00,898.87,"I","",9,"EA","2017-03-22"
"0500000817","0000000090","RO-1003","","USD",5677.87,5047.00,630.87,"I","",7,"EA","2017-03-22"
"0500000817","0000000050","DB-1083","","USD",10791.00,9592.00,1199.00,"I","",8,"EA","2017-03-22"
"0500000817","0000000030","DB-1082","","USD",5625.00,5000.00,625.00,"I","",4,"EA","2017-03-22"
"0500000818","0000000010","RC-1053","","USD",15521.62,13797.00,1724.62,"I","",3,"EA","2017-03-17"
"0500000818","0000000030","RC-1057","","USD",56238.75,49990.00,6248.75,"I","",10,"EA","2017-03-17"
"0500000818","0000000020","MB-1033","","USD",13496.62,11997.00,1499.62,"I","",3,"EA","2017-03-17"
"0500000818","0000000040","RC-1054","","USD",68050.12,60489.00,7561.12,"I","",11,"EA","2017-03-17"
"0500000819","0000000010","EB-1133","","USD",10125.00,9000.00,1125.00,"I","",4,"EA","2017-03-20"
"0500000819","0000000040","RO-1002","","USD",4650.75,4134.00,516.75,"I","",6,"EA","2017-03-20"
"0500000819","0000000030","RC-1052","","USD",22494.37,19995.00,2499.37,"I","",5,"EA","2017-03-20"
"0500000819","0000000020","DB-1082","","USD",1406.25,1250.00,156.25,"I","",1,"EA","2017-03-20"
"0500000820","0000000010","BX-1011","","USD",1960.87,1743.00,217.87,"I","",7,"EA","2017-03-21"
"0500000820","0000000060","RC-1053","","USD",25869.37,22995.00,2874.37,"I","",5,"EA","2017-03-21"
"0500000820","0000000020","RC-1051","","USD",8434.12,7497.00,937.12,"I","",3,"EA","2017-03-21"
"0500000820","0000000040","EB-1133","","USD",12656.25,11250.00,1406.25,"I","",5,"EA","2017-03-21"
"0500000820","0000000030","RO-1002","","USD",1550.25,1378.00,172.25,"I","",2,"EA","2017-03-21"
"0500000820","0000000070","EB-1137","","USD",71100.00,63200.00,7900.00,"I","",8,"EA","2017-03-21"
"0500000820","0000000090","RO-1001","","USD",4725.00,4200.00,525.00,"I","",8,"EA","2017-03-21"
"0500000820","0000000080","EB-1134","","USD",5400.00,4800.00,600.00,"I","",1,"EA","2017-03-21"
"0500000820","0000000050","BX-1016","","USD",717.75,638.00,79.75,"I","",2,"EA","2017-03-21"
"0500000821","0000000010","RC-1056","","USD",19679.62,17493.00,2186.62,"I","",7,"EA","2017-03-25"
"0500000822","0000000010","RO-1003","","USD",7300.12,6489.00,811.12,"I","",9,"EA","2017-03-19"
"0500000823","0000000010","EB-1131","","USD",1687.50,1500.00,187.50,"I","",1,"EA","2017-03-22"
"0500000823","0000000050","HB-1173","","USD",4380.75,3894.00,486.75,"I","",6,"EA","2017-03-22"
"0500000823","0000000030","CB-1162","","USD",450.00,400.00,50.00,"I","",1,"EA","2017-03-22"
"0500000823","0000000020","CC-1023","","USD",4593.37,4083.00,510.37,"I","",3,"EA","2017-03-22"
"0500000823","0000000060","RO-1003","","USD",2433.37,2163.00,270.37,"I","",3,"EA","2017-03-22"
"0500000823","0000000070","DB-1081","","USD",18550.12,16489.00,2061.12,"I","",11,"EA","2017-03-22"
"0500000823","0000000080","DB-1083","","USD",6744.37,5995.00,749.37,"I","",5,"EA","2017-03-22"
"0500000823","0000000040","EB-1135","","USD",40500.00,36000.00,4500.00,"I","",12,"EA","2017-03-22"
"0500000824","0000000010","DB-1083","","USD",13488.75,11990.00,1498.75,"I","",10,"EA","2017-03-26"
"0500000825","0000000010","EB-1132","","USD",21375.00,19000.00,2375.00,"I","",10,"EA","2017-03-30"
"0500000825","0000000030","HB-1173","","USD",2190.37,1947.00,243.37,"I","",3,"EA","2017-03-30"
"0500000825","0000000020","MB-1032","","USD",8768.25,7794.00,974.25,"I","",6,"EA","2017-03-30"
"0500000825","0000000070","RC-1051","","USD",11245.50,9996.00,1249.50,"I","",4,"EA","2017-03-30"
"0500000825","0000000080","RC-1054","","USD",30931.87,27495.00,3436.87,"I","",5,"EA","2017-03-30"
"0500000825","0000000050","RO-1001","","USD",7087.50,6300.00,787.50,"I","",12,"EA","2017-03-30"
"0500000825","0000000060","BX-1016","","USD",3588.75,3190.00,398.75,"I","",10,"EA","2017-03-30"
"0500000825","0000000040","RC-1056","","USD",22491.00,19992.00,2499.00,"I","",8,"EA","2017-03-30"
"0500000826","0000000010","MB-1032","","USD",16075.12,14289.00,1786.12,"I","",11,"EA","2017-03-28"
"0500000826","0000000030","HB-1176","","USD",12139.87,10791.00,1348.87,"I","",9,"EA","2017-03-28"
"0500000826","0000000090","MB-1034","","USD",28113.75,24990.00,3123.75,"I","",10,"EA","2017-03-28"
"0500000826","0000000060","RO-1001","","USD",6496.87,5775.00,721.87,"I","",11,"EA","2017-03-28"
"0500000826","0000000020","BX-1016","","USD",2871.00,2552.00,319.00,"I","",8,"EA","2017-03-28"
"0500000826","0000000070","RC-1052","","USD",26993.25,23994.00,2999.25,"I","",6,"EA","2017-03-28"
"0500000826","0000000040","HB-1171","","USD",5504.62,4893.00,611.62,"I","",7,"EA","2017-03-28"
"0500000826","0000000050","DB-1083","","USD",8093.25,7194.00,899.25,"I","",6,"EA","2017-03-28"
"0500000826","0000000100","EB-1135","","USD",13500.00,12000.00,1500.00,"I","",4,"EA","2017-03-28"
"0500000826","0000000080","BX-1015","","USD",1681.87,1495.00,186.87,"I","",5,"EA","2017-03-28"
"0500000827","0000000010","EB-1135","","USD",6750.00,6000.00,750.00,"I","",2,"EA","2017-03-26"
"0500000827","0000000070","HB-1176","","USD",14837.62,13189.00,1648.62,"I","",11,"EA","2017-03-26"
"0500000827","0000000030","RC-1051","","USD",25302.37,22491.00,2811.37,"I","",9,"EA","2017-03-26"
"0500000827","0000000080","RC-1057","","USD",22495.50,19996.00,2499.50,"I","",4,"EA","2017-03-26"
"0500000827","0000000020","CB-1161","","USD",4488.75,3990.00,498.75,"I","",10,"EA","2017-03-26"
"0500000827","0000000040","BX-1011","","USD",280.12,249.00,31.12,"I","",1,"EA","2017-03-26"
"0500000827","0000000090","BX-1014","","USD",898.87,799.00,99.87,"I","",1,"EA","2017-03-26"
"0500000827","0000000060","EB-1131","","USD",1687.50,1500.00,187.50,"I","",1,"EA","2017-03-26"
"0500000827","0000000050","EB-1136","","USD",61875.00,55000.00,6875.00,"I","",11,"EA","2017-03-26"
"0500000828","0000000010","CC-1023","","USD",12249.00,10888.00,1361.00,"I","",8,"EA","2017-03-25"
"0500000828","0000000070","RC-1053","","USD",46564.87,41391.00,5173.87,"I","",9,"EA","2017-03-25"
"0500000828","0000000050","MB-1031","","USD",4380.75,3894.00,486.75,"I","",6,"EA","2017-03-25"
"0500000828","0000000030","RC-1057","","USD",16871.62,14997.00,1874.62,"I","",3,"EA","2017-03-25"
"0500000828","0000000040","CB-1163","","USD",3240.00,2880.00,360.00,"I","",10,"EA","2017-03-25"
"0500000828","0000000060","EB-1134","","USD",5400.00,4800.00,600.00,"I","",1,"EA","2017-03-25"
"0500000828","0000000020","BX-1014","","USD",6292.12,5593.00,699.12,"I","",7,"EA","2017-03-25"
"0500000829","0000000010","RO-1003","","USD",1622.25,1442.00,180.25,"I","",2,"EA","2017-04-02"
"0500000829","0000000030","BX-1013","","USD",1010.25,898.00,112.25,"I","",2,"EA","2017-04-02"
"0500000829","0000000020","MB-1031","","USD",5110.87,4543.00,567.87,"I","",7,"EA","2017-04-02"
"0500000829","0000000040","EB-1131","","USD",3375.00,3000.00,375.00,"I","",2,"EA","2017-04-02"
"0500000830","0000000010","EB-1136","","USD",5625.00,5000.00,625.00,"I","",1,"EA","2017-04-10"
"0500000830","0000000040","RO-1002","","USD",8526.37,7579.00,947.37,"I","",11,"EA","2017-04-10"
"0500000830","0000000030","CB-1163","","USD",324.00,288.00,36.00,"I","",1,"EA","2017-04-10"
"0500000830","0000000020","CB-1161","","USD",897.75,798.00,99.75,"I","",2,"EA","2017-04-10"
"0500000830","0000000050","CC-1021","","USD",1287.00,1144.00,143.00,"I","",1,"EA","2017-04-10"
"0500000831","0000000010","DB-1081","","USD",5059.12,4497.00,562.12,"I","",3,"EA","2017-04-05"
"0500000832","0000000010","DB-1081","","USD",11804.62,10493.00,1311.62,"I","",7,"EA","2017-04-09"
"0500000832","0000000020","CB-1162","","USD",4050.00,3600.00,450.00,"I","",9,"EA","2017-04-09"
"0500000832","0000000050","RC-1053","","USD",25869.37,22995.00,2874.37,"I","",5,"EA","2017-04-09"
"0500000832","0000000070","HB-1176","","USD",12139.87,10791.00,1348.87,"I","",9,"EA","2017-04-09"
"0500000832","0000000060","MB-1033","","USD",17995.50,15996.00,1999.50,"I","",4,"EA","2017-04-09"
"0500000832","0000000030","RO-1003","","USD",6489.00,5768.00,721.00,"I","",8,"EA","2017-04-09"
"0500000832","0000000040","BX-1016","","USD",717.75,638.00,79.75,"I","",2,"EA","2017-04-09"
"0500000832","0000000100","RC-1052","","USD",17995.50,15996.00,1999.50,"I","",4,"EA","2017-04-09"
"0500000832","0000000090","HB-1171","","USD",6291.00,5592.00,699.00,"I","",8,"EA","2017-04-09"
"0500000832","0000000080","RC-1055","","USD",4497.75,3998.00,499.75,"I","",2,"EA","2017-04-09"
"0500000833","0000000010","RC-1054","","USD",37118.25,32994.00,4124.25,"I","",6,"EA","2017-04-11"
"0500000833","0000000030","EB-1132","","USD",4275.00,3800.00,475.00,"I","",2,"EA","2017-04-11"
"0500000833","0000000080","BX-1013","","USD",4041.00,3592.00,449.00,"I","",8,"EA","2017-04-11"
"0500000833","0000000020","MB-1034","","USD",8434.12,7497.00,937.12,"I","",3,"EA","2017-04-11"
"0500000833","0000000060","EB-1133","","USD",7593.75,6750.00,843.75,"I","",3,"EA","2017-04-11"
"0500000833","0000000070","RO-1001","","USD",2953.12,2625.00,328.12,"I","",5,"EA","2017-04-11"
"0500000833","0000000050","RO-1003","","USD",4055.62,3605.00,450.62,"I","",5,"EA","2017-04-11"
"0500000833","0000000040","EB-1136","","USD",67500.00,60000.00,7500.00,"I","",12,"EA","2017-04-11"
"0500000834","0000000010","EB-1132","","USD",12825.00,11400.00,1425.00,"I","",6,"EA","2017-03-31"
"0500000834","0000000020","HB-1174","","USD",1279.12,1137.00,142.12,"I","",3,"EA","2017-03-31"
"0500000835","0000000010","HB-1173","","USD",7301.25,6490.00,811.25,"I","",10,"EA","2017-03-30"
"0500000835","0000000020","BX-1016","","USD",2512.12,2233.00,279.12,"I","",7,"EA","2017-03-30"
"0500000836","0000000010","BX-1012","","USD",3591.00,3192.00,399.00,"I","",8,"EA","2017-04-13"
"0500000836","0000000020","RC-1051","","USD",5622.75,4998.00,624.75,"I","",2,"EA","2017-04-13"
"0500000837","0000000010","MB-1034","","USD",30925.12,27489.00,3436.12,"I","",11,"EA","2017-04-05"
"0500000837","0000000030","HB-1175","","USD",11125.12,9889.00,1236.12,"I","",11,"EA","2017-04-05"
"0500000837","0000000050","CC-1023","","USD",3062.25,2722.00,340.25,"I","",2,"EA","2017-04-05"
"0500000837","0000000040","CB-1161","","USD",1346.62,1197.00,149.62,"I","",3,"EA","2017-04-05"
"0500000837","0000000020","RC-1055","","USD",22488.75,19990.00,2498.75,"I","",10,"EA","2017-04-05"
"0500000838","0000000010","HB-1176","","USD",14837.62,13189.00,1648.62,"I","",11,"EA","2017-03-30"
"0500000838","0000000020","BX-1011","","USD",560.25,498.00,62.25,"I","",2,"EA","2017-03-30"
"0500000839","0000000010","MB-1033","","USD",44988.75,39990.00,4998.75,"I","",10,"EA","2017-04-08"
"0500000839","0000000020","BX-1013","","USD",3030.75,2694.00,336.75,"I","",6,"EA","2017-04-08"
"0500000839","0000000030","EB-1137","","USD",8887.50,7900.00,987.50,"I","",1,"EA","2017-04-08"
"0500000840","0000000010","MB-1031","","USD",730.12,649.00,81.12,"I","",1,"EA","2017-04-12"
"0500000840","0000000030","CB-1162","","USD",2250.00,2000.00,250.00,"I","",5,"EA","2017-04-12"
"0500000840","0000000020","EB-1137","","USD",97762.50,86900.00,10862.50,"I","",11,"EA","2017-04-12"
"0500000840","0000000050","RC-1056","","USD",30925.12,27489.00,3436.12,"I","",11,"EA","2017-04-12"
"0500000840","0000000040","HB-1171","","USD",7077.37,6291.00,786.37,"I","",9,"EA","2017-04-12"
"0500000840","0000000070","DB-1081","","USD",20236.50,17988.00,2248.50,"I","",12,"EA","2017-04-12"
"0500000840","0000000060","EB-1136","","USD",45000.00,40000.00,5000.00,"I","",8,"EA","2017-04-12"
"0500000841","0000000010","RO-1001","","USD",4725.00,4200.00,525.00,"I","",8,"EA","2017-04-06"
"0500000841","0000000030","MB-1032","","USD",14613.75,12990.00,1623.75,"I","",10,"EA","2017-04-06"
"0500000841","0000000020","MB-1034","","USD",5622.75,4998.00,624.75,"I","",2,"EA","2017-04-06"
"0500000842","0000000010","CB-1163","","USD",3564.00,3168.00,396.00,"I","",11,"EA","2017-04-18"
"0500000842","0000000020","HB-1173","","USD",5110.87,4543.00,567.87,"I","",7,"EA","2017-04-18"
"0500000843","0000000010","DB-1082","","USD",9843.75,8750.00,1093.75,"I","",7,"EA","2017-04-09"
"0500000843","0000000040","HB-1173","","USD",6571.12,5841.00,730.12,"I","",9,"EA","2017-04-09"
"0500000843","0000000060","EB-1131","","USD",13500.00,12000.00,1500.00,"I","",8,"EA","2017-04-09"
"0500000843","0000000050","BX-1012","","USD",4937.62,4389.00,548.62,"I","",11,"EA","2017-04-09"
"0500000843","0000000020","DB-1083","","USD",10791.00,9592.00,1199.00,"I","",8,"EA","2017-04-09"
"0500000843","0000000030","RC-1055","","USD",13493.25,11994.00,1499.25,"I","",6,"EA","2017-04-09"
"0500000844","0000000010","RC-1051","","USD",11245.50,9996.00,1249.50,"I","",4,"EA","2017-04-18"
"0500000845","0000000010","HB-1172","","USD",7191.00,6392.00,799.00,"I","",8,"EA","2017-04-05"
"0500000845","0000000050","HB-1176","","USD",14837.62,13189.00,1648.62,"I","",11,"EA","2017-04-05"
"0500000845","0000000030","RC-1051","","USD",28113.75,24990.00,3123.75,"I","",10,"EA","2017-04-05"
"0500000845","0000000060","BX-1011","","USD",1680.75,1494.00,186.75,"I","",6,"EA","2017-04-05"
"0500000845","0000000040","RC-1052","","USD",17995.50,15996.00,1999.50,"I","",4,"EA","2017-04-05"
"0500000845","0000000020","DB-1082","","USD",1406.25,1250.00,156.25,"I","",1,"EA","2017-04-05"
"0500000846","0000000010","DB-1082","","USD",9843.75,8750.00,1093.75,"I","",7,"EA","2017-04-18"
"0500000846","0000000050","EB-1132","","USD",17100.00,15200.00,1900.00,"I","",8,"EA","2017-04-18"
"0500000846","0000000040","RC-1053","","USD",36217.12,32193.00,4024.12,"I","",7,"EA","2017-04-18"
"0500000846","0000000060","EB-1133","","USD",5062.50,4500.00,562.50,"I","",2,"EA","2017-04-18"
"0500000846","0000000020","BX-1011","","USD",560.25,498.00,62.25,"I","",2,"EA","2017-04-18"
"0500000846","0000000030","BX-1016","","USD",1435.50,1276.00,159.50,"I","",4,"EA","2017-04-18"
"0500000846","0000000070","EB-1131","","USD",5062.50,4500.00,562.50,"I","",3,"EA","2017-04-18"
"0500000847","0000000010","EB-1133","","USD",7593.75,6750.00,843.75,"I","",3,"EA","2017-04-14"
"0500000847","0000000050","CB-1162","","USD",4500.00,4000.00,500.00,"I","",10,"EA","2017-04-14"
"0500000847","0000000070","BX-1014","","USD",7191.00,6392.00,799.00,"I","",8,"EA","2017-04-14"
"0500000847","0000000030","BX-1011","","USD",1400.62,1245.00,155.62,"I","",5,"EA","2017-04-14"
"0500000847","0000000040","EB-1134","","USD",21600.00,19200.00,2400.00,"I","",4,"EA","2017-04-14"
"0500000847","0000000020","RC-1052","","USD",40489.87,35991.00,4498.87,"I","",9,"EA","2017-04-14"
"0500000847","0000000060","HB-1171","","USD",3145.50,2796.00,349.50,"I","",4,"EA","2017-04-14"
"0500000848","0000000010","MB-1031","","USD",6571.12,5841.00,730.12,"I","",9,"EA","2017-04-07"
"0500000848","0000000050","HB-1173","","USD",4380.75,3894.00,486.75,"I","",6,"EA","2017-04-07"
"0500000848","0000000060","CC-1022","","USD",12150.00,10800.00,1350.00,"I","",9,"EA","2017-04-07"
